ID,T_NEA,T_NEB,T_NEC,T_SEA,T_SEB,T_SEC,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,foldChange,log10padj,NL_SL,NL_SL_foldChange,NL_SL_padj,NX_SX,NX_SX_foldChange,NX_SX_padj
WBGene00000002,66.9803420719529,62.5294322816275,51.7169296317485,300.55472758978,185.327569905637,236.212392453733,150.553565655746,1.99667571864292,0.338667093395312,33.1962756997395,8.330994165079121e-09,2.84800986243348e-07,3.99079374567353,6.54545851110505,False,,,True,3.78548978653693,8.95304394272192e-12
WBGene00000003,96.3576850859674,65.1902591872287,98.5549036378603,186.855138560215,240.014393812218,223.357296265775,151.721612758211,1.31753417195569,0.310631219825825,17.6491362463688,2.65635883289647e-05,0.0001624558846653,2.4923974948764,3.78926455251588,False,,,True,2.15329734677801,0.0001757190605475
WBGene00000005,141.011246467269,152.997547072067,176.618193648047,438.933297183902,254.445639009788,302.898203928766,244.484021218307,1.08021525690826,0.332788355984625,10.3445230119059,0.0012985941873944,0.0031168865500851,2.11435152881488,2.50627900509201,False,,,False,,
WBGene00000006,105.758434850452,139.693412544061,177.593984773174,198.313236679474,429.139659822479,460.373132231255,251.811976816816,1.36174048078044,0.450275797613597,8.86243526982612,0.0029109895690642,0.0061082282689959,2.5699503378003,2.21408474140721,False,,,True,2.49339500000784,0.0066316635875253
WBGene00000007,72.8558106747558,70.511912998431,93.6759480122237,185.973746397195,219.50683484725,247.460601618196,148.330809091342,1.4574483125009,0.29576879234397,23.7800130089434,1.0799811117849e-06,1.43691529813414e-05,2.7462221089662,4.84256883147408,True,2.90536070266657,1.16815812293959e-08,True,2.61316648991727,0.0004929520694901
WBGene00000019,17.6264058084087,11.9737210752053,52.6927207568758,161.294765832639,264.31964888181,285.222446670324,132.188284837544,3.09505832946407,0.620587897583087,21.9257479724481,2.83405794041152e-06,3.04316054870726e-05,8.54486873416268,4.51667513486551,True,9.55922226590087,2.18012527715224e-09,True,11.8469602995221,9.23854526895658e-12
WBGene00000020,225.617994347631,256.769796390513,261.512021534124,534.123650790049,644.089259344181,738.364587295852,443.412884950392,1.36534680100607,0.252120281289917,28.4934509049397,9.40159625273354e-08,2.11749043063293e-06,2.57638250608002,5.67417854365733,False,,,True,2.64441383389122,0.0004406166399249
WBGene00000021,0.0,3.99124035840176,6.83053787589131,9.69531379321871,35.6983433834629,42.5825061226117,16.4663235889311,3.00019536652759,1.02809765317843,8.02653347616099,0.0046096980395332,0.0090344041020499,8.00108341541741,2.04410048767706,True,10.8326320724928,4.17325358925353e-06,True,6.52666529433,0.0018441966439784
WBGene00000022,372.504709417703,316.638401766539,350.309013920711,1746.03787494239,1506.92581431469,1503.24281047937,965.943104140233,2.19324148342344,0.209583010012601,101.787273533874,6.18160235009737e-24,7.96523238203701e-21,4.5733187759446,20.0988015493338,False,,,True,3.6160902676018,4.625578727677889e-11
WBGene00000023,12.9260309261664,13.3041345280059,53.6685118820032,143.666922572241,257.483795893487,319.770517675461,133.469985579561,3.15943780577727,0.675782245500621,19.0854238046511,1.24995911791262e-05,9.30994450162487e-05,8.93481467767039,4.03105290792413,True,12.2278311277323,5.3511502671825905e-15,True,16.9756216547761,4.29272263586016e-13
